,CustomerId,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Churned
0,12346,326,12,77556.46,2,5,5,255,At Risk,1,True
1,12347,2,8,4921.53,5,4,5,545,Champions,1,False
2,12348,75,5,2019.4,3,4,4,344,Loyal Customers,1,False
3,12349,19,4,4428.69,5,3,5,535,Potential Loyalists,1,False
4,12350,310,1,334.4,2,1,2,212,Hibernating,0,True
5,12351,375,1,300.93,2,1,2,212,Hibernating,0,True
6,12352,36,10,2849.84,4,5,4,454,Champions,1,False
7,12353,204,2,406.76,2,2,2,222,At Risk,1,True
8,12354,232,1,1079.4,2,1,3,213,Others,1,True
9,12355,214,2,947.61,2,2,3,223,At Risk,1,True
10,12356,23,6,6371.73,4,4,5,445,Champions,1,False
11,12357,33,3,18287.66,4,3,5,435,Potential Loyalists,1,False
12,12358,2,5,3887.07,5,4,5,545,Champions,1,False
13,12359,58,10,8873.39,4,5,5,455,Champions,1,False
14,12360,52,8,4252.89,4,4,5,445,Champions,1,False
15,12361,287,4,511.25,2,3,2,232,At Risk,0,True
16,12362,3,11,5356.23,5,5,5,555,Champions,1,False
17,12363,110,2,552.0,3,2,2,322,Potential Loyalists,1,False
18,12364,8,4,1313.1,5,3,4,534,Potential Loyalists,1,False
19,12365,291,2,641.38,2,2,3,223,At Risk,0,True
20,12366,634,1,500.24,1,1,2,112,Hibernating,0,True
21,12367,4,1,168.9,5,1,1,511,Recent Customers,1,False
22,12368,628,1,917.6999999999999,1,1,3,113,Others,0,True
23,12369,413,3,1791.15,1,3,4,134,At Risk,0,True
24,12370,51,7,4316.56,4,4,5,445,Champions,1,False
25,12371,45,5,4067.38,4,4,5,445,Champions,1,False
26,12372,72,3,1298.04,3,3,4,334,Potential Loyalists,1,False
27,12373,311,3,1127.65,2,3,3,233,At Risk,0,True
28,12374,25,4,2989.2200000000003,4,3,5,435,Potential Loyalists,1,False
29,12375,11,2,457.5,5,2,2,522,Potential Loyalists,1,False
30,12376,390,2,503.15,2,2,2,222,At Risk,0,True
31,12377,315,4,3426.32,2,3,5,235,At Risk,0,True
32,12378,130,2,5416.32,3,2,5,325,Potential Loyalists,1,False
33,12379,82,4,1620.22,3,3,4,334,Potential Loyalists,1,False
34,12380,22,11,9676.300000000001,4,5,5,455,Champions,1,False
35,12381,5,5,1845.31,5,4,4,544,Champions,1,False
36,12383,185,5,1850.56,3,4,4,344,Loyal Customers,1,True
37,12384,29,2,585.27,4,2,2,422,Potential Loyalists,1,False
38,12385,379,1,1938.4,2,1,4,214,Others,0,True
39,12386,338,2,401.9,2,2,2,222,At Risk,0,True
40,12387,415,1,143.94,1,1,1,111,Hibernating,0,True
41,12388,16,8,3901.11,5,4,5,545,Champions,1,False
42,12389,403,3,1433.33,2,3,4,234,At Risk,0,True
43,12390,80,1,549.84,3,1,2,312,Promising,1,False
44,12391,22,6,2724.84,4,4,4,444,Champions,1,False
45,12392,591,1,234.75000000000003,1,1,1,111,Hibernating,0,True
46,12393,72,6,2399.4500000000003,3,4,4,344,Loyal Customers,1,False
47,12394,64,2,1272.48,3,2,4,324,Potential Loyalists,1,False
48,12395,19,15,4721.17,5,5,5,555,Champions,1,False
49,12396,674,1,931.43,1,1,3,113,Others,0,True
50,12397,36,2,2409.9,4,2,4,424,Potential Loyalists,1,False
51,12398,46,1,1635.6599999999999,4,1,4,414,Recent Customers,1,False
52,12399,119,7,1962.3,3,4,4,344,Loyal Customers,1,False
53,12400,414,1,205.25,1,1,1,111,Hibernating,0,True
54,12401,303,1,84.3,2,1,1,211,Hibernating,0,True
55,12402,323,6,1256.9,2,4,4,244,At Risk,0,True
56,12403,50,2,1019.36,4,2,3,423,Potential Loyalists,1,False
57,12404,682,1,63.24,1,1,1,111,Hibernating,0,True
58,12405,149,1,1710.39,3,1,4,314,Promising,1,False
59,12406,22,5,6390.36,4,4,5,445,Champions,1,False
60,12407,50,5,1708.1200000000001,4,4,4,444,Champions,1,False
61,12408,33,8,4340.7699999999995,4,4,5,445,Champions,1,False
62,12409,79,7,23419.29,3,4,5,345,Loyal Customers,1,False
63,12410,309,3,1013.71,2,3,3,233,At Risk,0,True
64,12411,410,1,346.9,2,1,2,212,Hibernating,0,True
65,12412,75,6,2596.93,3,4,4,344,Loyal Customers,1,False
66,12413,67,4,999.45,3,3,3,333,Potential Loyalists,1,False
67,12414,217,6,952.41,2,4,3,243,At Risk,1,True
68,12415,24,28,144458.37,4,5,5,455,Champions,2,False
69,12416,657,1,202.56,1,1,1,111,Hibernating,0,True
70,12417,3,20,6797.41,5,5,5,555,Champions,1,False
71,12418,113,4,2021.2,3,3,4,334,Potential Loyalists,1,False
72,12419,386,2,503.01,2,2,2,222,At Risk,0,True
73,12420,64,1,600.39,3,1,2,312,Promising,1,False
74,12421,16,6,1098.6,5,4,3,543,Loyal Customers,1,False
75,12422,96,17,5231.8,3,5,5,355,Loyal Customers,1,False
76,12423,1,10,2622.39,5,5,4,554,Champions,1,False
77,12424,163,4,3340.03,3,3,5,335,Potential Loyalists,1,False
78,12425,78,2,1741.41,3,2,4,324,Potential Loyalists,1,False
79,12426,195,2,1345.21,2,2,4,224,At Risk,1,True
80,12427,22,3,825.8,4,3,3,433,Potential Loyalists,1,False
81,12428,26,9,7956.46,4,5,5,455,Champions,1,False
82,12429,9,8,6204.41,5,4,5,545,Champions,1,False
83,12430,43,1,256.4,4,1,1,411,Recent Customers,1,False
84,12431,36,27,10432.22,4,5,5,455,Champions,1,False
85,12432,43,5,5059.32,4,4,5,445,Champions,1,False
86,12433,1,10,16794.14,5,5,5,555,Champions,1,False
87,12434,85,3,1103.43,3,3,3,333,Potential Loyalists,1,False
88,12435,80,6,13925.93,3,4,5,345,Loyal Customers,1,False
89,12436,100,1,509.01,3,1,2,312,Promising,1,False
90,12437,2,39,12683.4,5,5,5,555,Champions,1,False
91,12438,14,2,2906.85,5,2,4,524,Potential Loyalists,1,False
92,12439,683,2,1142.88,1,2,3,123,At Risk,0,True
93,12440,462,2,859.2,1,2,3,123,At Risk,0,True
94,12441,367,1,173.55,2,1,1,211,Hibernating,0,True
95,12442,3,1,172.06,5,1,1,511,Recent Customers,1,False
96,12443,732,1,485.31,1,1,2,112,Hibernating,0,True
97,12444,21,5,5005.46,4,4,5,445,Champions,1,False
98,12445,22,2,434.98,4,2,2,422,Potential Loyalists,1,False
99,12446,58,1,1002.3100000000001,4,1,3,413,Recent Customers,1,False
100,12447,243,1,476.49,2,1,2,212,Hibernating,1,True
101,12448,44,1,449.45,4,1,2,412,Recent Customers,1,False
102,12449,22,6,4835.89,4,4,5,445,Champions,1,False
103,12450,156,5,688.2,3,4,3,343,Loyal Customers,1,False
104,12451,11,8,12669.88,5,4,5,545,Champions,1,False
105,12452,17,2,430.57,5,2,2,522,Potential Loyalists,1,False
106,12453,134,1,707.09,3,1,3,313,Promising,1,False
107,12454,56,5,16679.78,4,4,5,445,Champions,1,False
108,12455,73,10,5879.95,3,5,5,355,Loyal Customers,1,False
109,12456,44,3,3181.04,4,3,5,435,Potential Loyalists,1,False
110,12457,66,8,2995.91,3,4,5,345,Loyal Customers,1,False
111,12458,71,4,1777.49,3,3,4,334,Potential Loyalists,1,False
112,12459,605,1,454.36,1,1,2,112,Hibernating,0,True
113,12460,456,1,326.65,1,1,2,112,Hibernating,0,True
114,12461,94,2,826.88,3,2,3,323,Potential Loyalists,1,False
115,12462,19,2,1189.59,5,2,3,523,Potential Loyalists,1,False
116,12463,53,4,1344.78,4,3,4,434,Potential Loyalists,1,False
117,12464,10,8,1212.05,5,4,3,543,Loyal Customers,1,False
118,12465,17,2,742.1899999999999,5,2,3,523,Potential Loyalists,1,False
119,12466,682,1,56.73,1,1,1,111,Hibernating,0,True
120,12467,423,1,132.8,1,1,1,111,Hibernating,0,True
121,12468,188,5,3670.74,3,4,5,345,Loyal Customers,1,True
122,12469,523,2,3070.54,1,2,5,125,At Risk,0,True
123,12470,690,1,211.95,1,1,1,111,Hibernating,0,True
124,12471,2,79,39918.19,5,5,5,555,Champions,2,False
125,12472,32,19,16249.289999999999,4,5,5,455,Champions,1,False
126,12473,29,5,3928.0499999999997,4,4,5,445,Champions,1,False
127,12474,17,31,12372.75,5,5,5,555,Champions,1,False
128,12475,54,2,1149.64,4,2,3,423,Potential Loyalists,1,False
129,12476,16,23,14083.91,5,5,5,555,Champions,1,False
130,12477,23,9,20276.37,4,5,5,455,Champions,1,False
131,12478,4,1,680.99,5,1,3,513,Recent Customers,1,False
132,12479,11,1,527.2,5,1,2,512,Recent Customers,1,False
133,12480,28,7,5464.85,4,4,5,445,Champions,1,False
134,12481,23,15,12185.51,4,5,5,455,Champions,1,False
135,12482,576,29,23691.4,1,5,5,155,At Risk,0,True
136,12483,17,19,5097.18,5,5,5,555,Champions,1,False
137,12484,33,12,6354.1,4,5,5,455,Champions,1,False
138,12485,529,1,708.1,1,1,3,113,Others,0,True
139,12486,432,1,1037.28,1,1,3,113,Others,0,True
140,12487,731,1,285.29999999999995,1,1,1,111,Hibernating,0,True
141,12488,10,3,1298.66,5,3,4,534,Potential Loyalists,1,False
142,12489,336,1,334.93,2,1,2,212,Hibernating,0,True
143,12490,5,21,9823.64,5,5,5,555,Champions,1,False
144,12491,39,1,460.40000000000003,4,1,2,412,Recent Customers,1,False
145,12492,63,3,715.21,3,3,3,333,Potential Loyalists,1,False
146,12493,166,2,433.74,3,2,2,322,Potential Loyalists,1,False
147,12494,16,9,1815.27,5,5,4,554,Champions,1,False
148,12495,641,1,357.4,1,1,2,112,Hibernating,0,True
149,12496,620,2,45.34,1,2,1,121,Hibernating,0,True
150,12497,82,3,6248.5,3,3,5,335,Potential Loyalists,1,False
151,12498,21,3,403.70000000000005,4,3,2,432,Potential Loyalists,1,False
152,12499,560,1,393.72,1,1,2,112,Hibernating,0,True
153,12500,23,19,5955.21,4,5,5,455,Champions,1,False
154,12501,337,1,2169.39,2,1,4,214,Others,0,True
155,12502,96,5,3723.87,3,4,5,345,Loyal Customers,1,False
156,12503,584,1,1126.0,1,1,3,113,Others,0,True
157,12504,18,4,779.05,5,3,3,533,Potential Loyalists,1,False
158,12505,409,1,955.2,2,1,3,213,Others,0,True
159,12506,233,1,73.5,2,1,1,211,Hibernating,1,True
160,12507,134,4,1844.06,3,3,4,334,Potential Loyalists,1,False
161,12508,26,2,397.88,4,2,2,422,Potential Loyalists,1,False
162,12509,284,1,176.5,2,1,1,211,Hibernating,0,True
163,12510,143,9,5178.02,3,5,5,355,Loyal Customers,1,False
164,12511,429,1,3084.02,1,1,5,115,Others,0,True
165,12512,66,2,132.18,3,2,1,321,Potential Loyalists,1,False
166,12513,113,1,612.29,3,1,3,313,Promising,1,False
167,12514,267,2,1597.76,2,2,4,224,At Risk,0,True
168,12515,353,1,383.7,2,1,2,212,Hibernating,0,True
169,12516,78,4,2648.62,3,3,4,334,Potential Loyalists,1,False
170,12517,28,5,2481.6,4,4,4,444,Champions,1,False
171,12518,1,5,2056.89,5,4,4,544,Champions,1,False
172,12519,64,2,716.54,3,2,3,323,Potential Loyalists,1,False
173,12520,79,5,2634.26,3,4,4,344,Loyal Customers,1,False
174,12521,143,1,599.68,3,1,2,312,Promising,1,False
175,12522,39,2,192.72,4,2,1,421,Potential Loyalists,1,False
176,12523,19,23,4352.35,5,5,5,555,Champions,1,False
177,12524,9,17,11126.11,5,5,5,555,Champions,1,False
178,12525,498,3,973.73,1,3,3,133,At Risk,0,True
179,12526,1,3,1316.66,5,3,4,534,Potential Loyalists,1,False
180,12527,82,5,735.51,3,4,3,343,Loyal Customers,1,False
181,12528,9,6,1933.48,5,4,4,544,Champions,1,False
182,12529,528,1,316.48,1,1,2,112,Hibernating,0,True
183,12530,60,9,3759.26,3,5,5,355,Loyal Customers,1,False
184,12531,15,2,1933.2,5,2,4,524,Potential Loyalists,1,False
185,12532,30,1,349.83000000000004,4,1,2,412,Recent Customers,1,False
186,12533,628,2,1367.89,1,2,4,124,At Risk,0,True
187,12534,131,1,1089.18,3,1,3,313,Promising,1,False
188,12535,92,2,716.35,3,2,3,323,Potential Loyalists,1,False
189,12536,43,3,12601.830000000002,4,3,5,435,Potential Loyalists,1,False
190,12537,409,1,732.94,2,1,3,213,Others,0,True
191,12538,29,2,640.45,4,2,3,423,Potential Loyalists,1,False
192,12539,22,7,11214.75,4,4,5,445,Champions,1,False
193,12540,20,33,22254.49,4,5,5,455,Champions,1,False
194,12541,30,3,981.18,4,3,3,433,Potential Loyalists,1,False
195,12542,484,2,481.88,1,2,2,122,At Risk,0,True
196,12543,448,1,980.25,1,1,3,113,Others,0,True
197,12544,36,1,372.7,4,1,2,412,Recent Customers,1,False
198,12545,75,2,1000.39,3,2,3,323,Potential Loyalists,1,False
199,12546,47,2,1161.5,4,2,3,423,Potential Loyalists,1,False
200,12547,198,3,383.58,2,3,2,232,At Risk,1,True
201,12548,166,1,95.19999999999999,3,1,1,311,Promising,1,False
202,12549,576,6,1575.68,1,4,4,144,At Risk,0,True
203,12550,79,1,964.83,3,1,3,313,Promising,1,False
204,12551,358,1,168.0,2,1,1,211,Hibernating,0,True
205,12552,39,2,437.82,4,2,2,422,Potential Loyalists,1,False
206,12553,8,12,4608.75,5,5,5,555,Champions,1,False
207,12554,449,1,468.5,1,1,2,112,Hibernating,0,True
208,12555,682,1,129.23,1,1,1,111,Hibernating,0,True
209,12556,50,2,599.56,4,2,2,422,Potential Loyalists,1,False
210,12557,16,8,18096.14,5,4,5,545,Champions,1,False
211,12558,8,1,269.96,5,1,1,511,Recent Customers,1,False
212,12559,311,2,561.71,2,2,2,222,At Risk,0,True
213,12560,5,3,2134.01,5,3,4,534,Potential Loyalists,1,False
214,12561,303,1,238.85,2,1,1,211,Hibernating,0,True
215,12562,8,9,4966.92,5,5,5,555,Champions,1,False
216,12563,409,1,249.24,2,1,1,211,Hibernating,0,True
217,12564,261,1,456.9,2,1,2,212,Hibernating,0,True
218,12565,289,1,145.92,2,1,1,211,Hibernating,0,True
219,12566,86,1,351.65,3,1,2,312,Promising,1,False
220,12567,23,15,11767.48,4,5,5,455,Champions,1,False
221,12568,645,1,70.0,1,1,1,111,Hibernating,0,True
222,12569,2,32,4124.69,5,5,5,555,Champions,1,False
223,12570,682,1,77.52,1,1,1,111,Hibernating,0,True
224,12571,40,2,519.61,4,2,2,422,Potential Loyalists,1,False
225,12572,9,2,1020.42,5,2,3,523,Potential Loyalists,1,False
226,12573,227,5,717.41,2,4,3,243,At Risk,1,True
227,12574,316,1,218.45,2,1,1,211,Hibernating,0,True
228,12575,457,2,622.8199999999999,1,2,3,123,At Risk,0,True
229,12576,36,8,2142.72,4,4,4,444,Champions,1,False
230,12577,35,8,1617.1,4,4,4,444,Champions,1,False
231,12578,21,4,4642.45,4,3,5,435,Potential Loyalists,1,False
232,12579,78,1,440.42,3,1,2,312,Promising,1,False
233,12580,247,2,1052.9,2,2,3,223,At Risk,1,True
234,12581,40,1,197.71,4,1,1,411,Recent Customers,1,False
235,12582,239,4,1980.4,2,3,4,234,At Risk,1,True
236,12583,3,27,13591.58,5,5,5,555,Champions,1,False
237,12584,4,9,2338.15,5,5,4,554,Champions,1,False
238,12585,234,2,2040.1,2,2,4,224,At Risk,1,True
239,12586,17,4,2062.67,5,3,4,534,Potential Loyalists,1,False
240,12587,8,1,144.0,5,1,1,511,Recent Customers,1,False
241,12588,39,4,958.78,4,3,3,433,Potential Loyalists,1,False
242,12589,29,8,4695.66,4,4,5,445,Champions,1,False
243,12590,211,2,9864.26,2,2,5,225,At Risk,1,True
244,12591,317,3,1338.95,2,3,4,234,At Risk,0,True
245,12592,92,5,2582.66,3,4,4,344,Loyal Customers,1,False
246,12593,109,3,418.09999999999997,3,3,2,332,Potential Loyalists,1,False
247,12594,38,15,5090.110000000001,4,5,5,455,Champions,1,False
248,12595,505,1,299.02,1,1,2,112,Hibernating,0,True
249,12596,51,2,618.27,4,2,3,423,Potential Loyalists,1,False
250,12597,19,4,3811.22,5,3,5,535,Potential Loyalists,1,False
251,12598,10,11,4534.09,5,5,5,555,Champions,1,False
252,12599,29,13,2296.72,4,5,4,454,Champions,1,False
253,12600,29,21,4967.42,4,5,5,455,Champions,1,False
254,12601,190,6,681.26,2,4,3,243,At Risk,1,True
255,12602,59,1,153.12,4,1,1,411,Recent Customers,1,False
256,12603,22,1,739.1999999999999,4,1,3,413,Recent Customers,1,False
257,12604,79,2,254.18,3,2,1,321,Potential Loyalists,1,False
258,12605,376,4,1232.95,2,3,4,234,At Risk,0,True
259,12606,682,1,21.0,1,1,1,111,Hibernating,0,True
260,12607,60,1,1579.51,3,1,4,314,Promising,1,False
261,12608,405,1,415.79,2,1,2,212,Hibernating,0,True
262,12609,78,9,3435.86,3,5,5,355,Loyal Customers,1,False
263,12610,23,5,2099.54,4,4,4,444,Champions,1,False
264,12611,52,1,1193.32,4,1,3,413,Recent Customers,1,False
265,12612,74,1,704.0400000000001,3,1,3,313,Promising,1,False
266,12613,57,10,6817.37,4,5,5,455,Champions,1,False
267,12614,278,1,315.6,2,1,2,212,Hibernating,0,True
268,12615,2,8,5740.98,5,4,5,545,Champions,1,False
269,12616,95,3,1131.1,3,3,3,333,Potential Loyalists,1,False
270,12617,29,1,352.98,4,1,2,412,Recent Customers,1,False
271,12618,22,1,177.31,4,1,1,411,Recent Customers,1,False
272,12619,16,10,3781.38,5,5,5,555,Champions,1,False
273,12620,15,3,1339.41,5,3,4,534,Potential Loyalists,1,False
274,12621,2,35,24311.2,5,5,5,555,Champions,1,False
275,12622,232,1,180.1,2,1,1,211,Hibernating,1,True
276,12623,276,7,3747.84,2,4,5,245,At Risk,0,True
277,12624,106,2,641.13,3,2,3,323,Potential Loyalists,1,False
278,12625,212,4,5164.88,2,3,5,235,At Risk,1,True
279,12626,23,9,6620.48,4,5,5,455,Champions,1,False
280,12627,11,7,4478.53,5,4,5,545,Champions,1,False
281,12628,4,3,786.46,5,3,3,533,Potential Loyalists,1,False
282,12629,386,2,1558.22,2,2,4,224,At Risk,0,True
283,12630,10,2,1270.88,5,2,4,524,Potential Loyalists,1,False
284,12631,57,6,3481.57,4,4,5,445,Champions,1,False
285,12632,521,2,804.88,1,2,3,123,At Risk,0,True
286,12633,59,7,5678.16,4,4,5,445,Champions,1,False
287,12634,536,2,490.0,1,2,2,122,At Risk,0,True
288,12635,90,4,2930.41,3,3,5,335,Potential Loyalists,1,False
289,12636,739,1,141.0,1,1,1,111,Hibernating,0,True
290,12637,67,12,8283.81,3,5,5,355,Loyal Customers,1,False
291,12638,33,2,921.49,4,2,3,423,Potential Loyalists,1,False
292,12639,239,3,1312.37,2,3,4,234,At Risk,1,True
293,12640,24,3,1174.58,4,3,3,433,Potential Loyalists,1,False
294,12641,115,1,185.9,3,1,1,311,Promising,1,False
295,12642,25,3,1013.26,4,3,3,433,Potential Loyalists,1,False
296,12643,128,12,8304.82,3,5,5,355,Loyal Customers,1,False
297,12644,130,4,1918.49,3,3,4,334,Potential Loyalists,1,False
298,12645,34,8,3539.3,4,4,5,445,Champions,1,False
299,12646,5,2,1346.97,5,2,4,524,Potential Loyalists,1,False
300,12647,22,36,16955.55,4,5,5,455,Champions,1,False
301,12648,155,4,1112.0,3,3,3,333,Potential Loyalists,1,False
302,12649,107,8,2294.65,3,4,4,344,Loyal Customers,1,False
303,12650,3,1,314.44,5,1,2,512,Recent Customers,1,False
304,12651,335,4,377.75,2,3,2,232,At Risk,0,True
305,12652,331,2,1017.03,2,2,3,223,At Risk,0,True
306,12653,149,3,4160.83,3,3,5,335,Potential Loyalists,1,False
307,12654,11,5,601.98,5,4,2,542,Loyal Customers,1,False
308,12655,424,1,261.35,1,1,1,111,Hibernating,0,True
309,12656,17,8,6407.83,5,4,5,545,Champions,1,False
310,12657,11,4,1643.18,5,3,4,534,Potential Loyalists,1,False
311,12658,19,1,686.05,5,1,3,513,Recent Customers,1,False
312,12659,30,1,91.68,4,1,1,411,Recent Customers,1,False
313,12660,11,1,245.1,5,1,1,511,Recent Customers,1,False
314,12661,436,1,162.0,1,1,1,111,Hibernating,0,True
315,12662,1,20,6726.54,5,5,5,555,Champions,1,False
316,12663,625,2,239.4,1,2,1,121,Hibernating,0,True
317,12664,8,11,6070.04,5,5,5,555,Champions,1,False
318,12665,325,3,313.6,2,3,2,232,At Risk,0,True
319,12666,394,1,1248.42,2,1,4,214,Others,0,True
320,12667,58,1,620.13,4,1,3,413,Recent Customers,1,False
321,12668,12,10,11383.03,5,5,5,555,Champions,1,False
322,12669,151,3,2744.0299999999997,3,3,4,334,Potential Loyalists,1,False
323,12670,10,7,3760.29,5,4,5,545,Champions,1,False
324,12671,606,1,2622.481,1,1,4,114,Others,0,True
325,12672,330,2,437.05,2,2,2,222,At Risk,0,True
326,12673,5,3,1230.02,5,3,4,534,Potential Loyalists,1,False
327,12674,39,4,1970.6,4,3,4,434,Potential Loyalists,1,False
328,12675,554,2,957.25,1,2,3,123,At Risk,0,True
329,12676,25,11,2843.09,4,5,4,454,Champions,1,False
330,12677,555,2,395.1,1,2,2,122,At Risk,0,True
331,12678,42,21,34281.18,4,5,5,455,Champions,1,False
332,12679,59,4,1113.02,4,3,3,433,Potential Loyalists,1,False
333,12680,1,4,862.81,5,3,3,533,Potential Loyalists,1,False
334,12681,15,45,29834.76,5,5,5,555,Champions,1,False
335,12682,4,52,22950.22,5,5,5,555,Champions,1,False
336,12683,4,21,11633.7,5,5,5,555,Champions,1,False
337,12684,8,7,2283.63,5,4,4,544,Champions,1,False
338,12685,28,6,2863.08,4,4,4,444,Champions,1,False
339,12686,372,1,89.14,2,1,1,211,Hibernating,0,True
340,12687,481,2,2138.91,1,2,4,124,At Risk,0,True
341,12688,114,1,4873.8099999999995,3,1,5,315,Promising,1,False
342,12689,26,2,1247.61,4,2,4,424,Potential Loyalists,1,False
343,12690,206,1,389.01,2,1,2,212,Hibernating,1,True
344,12691,28,7,1170.4,4,4,3,443,Loyal Customers,1,False
345,12692,637,1,110.95,1,1,1,111,Hibernating,0,True
346,12693,127,7,1703.02,3,4,4,344,Loyal Customers,1,False
347,12694,70,3,1843.35,3,3,4,334,Potential Loyalists,1,False
348,12695,7,7,1407.1200000000001,5,4,4,544,Champions,1,False
349,12696,435,2,851.91,1,2,3,123,At Risk,0,True
350,12697,29,3,957.59,4,3,3,433,Potential Loyalists,1,False
351,12698,590,1,339.75,1,1,2,112,Hibernating,0,True
352,12699,418,1,638.11,1,1,3,113,Others,0,True
353,12700,8,4,4939.99,5,3,5,535,Potential Loyalists,1,False
354,12701,80,6,2446.41,3,4,4,344,Loyal Customers,1,False
355,12702,20,1,219.0,4,1,1,411,Recent Customers,1,False
356,12703,71,4,1006.53,3,3,3,333,Potential Loyalists,1,False
357,12704,7,8,2340.84,5,4,4,544,Champions,1,False
358,12705,15,14,11762.1,5,5,5,555,Champions,1,False
359,12707,292,1,603.42,2,1,2,212,Hibernating,0,True
360,12708,30,18,5117.66,4,5,5,455,Champions,1,False
361,12709,15,34,30291.76,5,5,5,555,Champions,1,False
362,12710,97,3,1149.02,3,3,3,333,Potential Loyalists,1,False
363,12711,612,2,1339.05,1,2,4,124,At Risk,0,True
364,12712,29,21,6723.03,4,5,5,455,Champions,1,False
365,12713,1,1,848.55,5,1,3,513,Recent Customers,1,False
366,12714,9,12,14093.71,5,5,5,555,Champions,1,False
367,12715,106,1,343.36,3,1,2,312,Promising,1,False
368,12716,4,2,1053.49,5,2,3,523,Potential Loyalists,1,False
369,12717,151,3,1308.91,3,3,4,334,Potential Loyalists,1,False
370,12718,71,1,238.25,3,1,1,311,Promising,1,False
371,12719,5,2,644.95,5,2,3,523,Potential Loyalists,1,False
372,12720,3,30,7787.28,5,5,5,555,Champions,1,False
373,12721,32,8,4013.08,4,4,5,445,Champions,1,False
374,12722,85,4,997.63,3,3,3,333,Potential Loyalists,1,False
375,12723,4,5,725.07,5,4,3,543,Loyal Customers,1,False
376,12724,5,7,2317.52,5,4,4,544,Champions,1,False
377,12725,371,4,2266.76,2,3,4,234,At Risk,0,True
378,12726,28,11,4014.6,4,5,5,455,Champions,1,False
379,12727,11,10,5679.53,5,5,5,555,Champions,1,False
380,12728,71,5,1070.17,3,4,3,343,Loyal Customers,1,False
381,12729,114,1,453.01,3,1,2,312,Promising,1,False
382,12730,522,1,829.25,1,1,3,113,Others,0,True
383,12731,24,17,25775.71,4,5,5,455,Champions,1,False
384,12732,180,1,236.26000000000002,3,1,1,311,Promising,1,False
385,12733,234,4,2424.87,2,3,4,234,At Risk,1,True
386,12734,353,3,639.65,2,3,3,233,At Risk,0,True
387,12735,315,2,779.5699999999999,2,2,3,223,At Risk,0,True
388,12736,333,1,234.0,2,1,1,211,Hibernating,0,True
389,12737,499,2,3710.5,1,2,5,125,At Risk,0,True
390,12738,372,1,155.35,2,1,1,211,Hibernating,0,True
391,12739,78,4,2726.73,3,3,4,334,Potential Loyalists,1,False
392,12740,64,1,427.6,3,1,2,312,Promising,1,False
393,12741,529,2,406.07,1,2,2,122,At Risk,0,True
394,12742,626,1,1201.52,1,1,3,113,Others,0,True
395,12743,134,2,540.13,3,2,2,322,Potential Loyalists,1,False
396,12744,52,11,25317.06,4,5,5,455,Champions,1,False
397,12745,487,3,925.41,1,3,3,133,At Risk,0,True
